aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.1,11.8,0.07,0.59,0.03,0.38,0.03,0.05,1.01,0.0,0.0,0.015,9.11,0.74,0.008,0.04,3.21,0.01,0.02,0.0,1
0.07,20.35,0.57,0.44,0.09,4.6,0.69,1.71,1.35,0.85,0.85,0.1,13.28,1.4,0.005,10.66,3.63,0.01,0.48,0.09,0
0.02,27.71,0.02,1.8,0.001,7.3,0.55,1.32,0.59,0.18,0.008,0.122,15.67,1.97,0.009,6.43,5.57,0.04,0.03,0.05,0
1.78,12.22,0.87,3.93,0.03,4.04,0.07,1.89,0.17,0.0,0.0,0.124,16.79,1.43,0.009,19.67,3.75,0.07,0.32,0.02,0
0.03,23.31,0.04,0.78,0.07,0.11,0.09,1.41,0.37,0.79,0.79,0.085,5.17,1.47,0.007,2.74,0.19,0.06,0.05,0.08,0
2.71,17.92,0.35,3.61,0.07,2.06,0.59,0.53,0.12,0.66,0.66,0.016,9.1,1.87,0.01,30.22,0.4,0.0,0.08,0.03,1
2.97,28.85,0.01,0.96,0.008,1.37,0.65,0.72,0.57,0.37,0.007,0.153,15.0,1.59,0.003,0.58,2.14,0.1,0.49,0.09,1
2.54,19.79,0.03,2.43,0.002,2.03,0.82,1.05,0.69,0.0,0.0,0.052,9.46,1.7,0.002,14.67,6.6,0.01,0.03,0.04,1
0.85,13.49,0.58,3.24,0.13,1.25,0.2,1.06,0.53,0.0,0.0,0.158,12.02,1.72,0.002,8.8,3.42,0.03,0.15,0.03,0
2.5,10.59,0.01,0.57,0.004,2.38,0.26,1.55,1.09,0.72,0.72,0.137,13.82,1.45,0.001,33.95,7.4,0.09,0.37,0.03,1
4.39,1.24,0.86,1.94,0.11,3.99,0.8,1.99,0.48,0.0,0.0,0.05,18.81,1.49,0.0,20.32,6.66,0.09,0.16,0.0,0
3.94,21.58,0.04,2.9,0.006,5.65,0.08,0.35,1.43,0.71,0.71,0.061,17.79,1.04,0.004,6.89,2.9,0.05,0.46,0.03,1
3.42,19.72,0.001,1.76,0.001,2.25,0.2,1.85,1.43,0.0,0.0,0.089,4.43,1.15,0.004,2.61,2.61,0.03,0.08,0.04,1
0.03,22.3,0.04,3.72,0.005,1.75,0.33,1.66,1.08,0.32,0.001,0.017,14.37,1.45,0.001,0.4,2.74,0.03,0.14,0.08,0
0.24,21.04,1.02,3.98,0.07,4.36,0.52,0.96,1.45,0.44,0.007,0.039,0.88,2.01,0.005,16.81,6.49,0.06,0.33,0.03,0
0.01,15.07,0.36,1.69,0.12,8.11,0.07,0.09,1.2,0.59,0.59,0.001,19.04,1.91,0.007,44.63,5.18,0.06,0.07,0.02,0
4.57,23.64,0.74,1.52,0.02,1.93,0.17,0.85,0.14,0.0,0.006,0.183,14.31,1.37,0.01,30.24,7.74,0.03,0.03,0.02,0
4.75,14.91,0.04,2.4,0.001,6.36,0.35,1.48,0.54,0.0,0.0,0.126,11.21,1.22,0.007,9.56,7.9,0.02,0.17,0.06,1
0.12,6.49,0.34,2.86,0.1,7.64,0.23,0.04,1.02,0.88,0.88,0.032,11.35,1.84,0.004,17.07,1.35,0.07,0.35,0.02,0
0.01,15.03,0.03,3.4,0.002,6.71,0.48,1.13,1.43,0.63,0.63,0.152,6.66,1.15,0.005,1.87,5.59,0.05,0.08,0.05,1
2.24,21.76,0.03,1.1,0.008,5.12,0.13,1.68,0.76,0.78,0.78,0.163,5.33,1.75,0.002,30.09,4.05,0.03,0.12,0.08,1
0.16,11.12,0.02,1.19,0.001,4.18,0.41,1.69,0.39,0.0,0.0,0.125,2.31,1.22,0.003,4.06,5.6,0.05,0.01,0.02,1
1.06,20.37,0.001,2.43,0.006,0.23,0.36,1.93,0.23,0.42,0.006,0.195,13.79,1.15,0.001,2.16,7.47,0.09,0.49,0.08,1
0.09,28.24,0.01,0.78,0.001,7.91,0.32,0.21,1.04,1.0,1.0,0.105,4.38,1.6,0.009,4.59,1.04,0.06,0.04,0.03,1
2.88,22.25,0.21,2.29,0.05,4.49,0.42,0.38,1.11,0.0,0.93,0.097,9.41,2.68,0.002,31.16,4.4,0.02,0.45,0.05,0
0.03,27.44,0.96,1.4,0.07,7.51,0.38,1.24,0.14,0.51,0.51,0.032,18.73,1.49,0.0,43.23,1.74,0.03,0.15,0.01,0
0.1,26.04,0.08,0.92,0.04,0.3,0.03,0.02,0.08,0.1,0.008,0.172,16.74,0.08,0.001,1.27,0.13,0.08,0.07,0.02,0
1.13,23.77,0.32,2.87,0.02,5.4,0.58,1.56,0.21,0.73,0.73,0.111,4.74,1.97,0.001,51.32,7.92,0.09,0.29,0.04,0
0.08,19.03,0.02,0.18,0.08,0.06,0.02,1.72,0.91,0.38,0.008,0.019,4.5,0.05,0.008,0.33,0.34,0.03,0.0,0.04,0
0.47,28.38,0.04,1.25,0.006,5.09,0.05,1.33,1.29,0.0,0.0,0.108,9.01,1.84,0.004,23.76,2.12,0.07,0.07,0.01,1
2.33,29.23,0.04,2.76,0.006,6.06,0.46,0.14,0.75,0.51,0.51,0.093,4.2,1.88,0.009,12.48,4.54,0.07,0.38,0.08,1
2.27,2.65,0.04,1.87,0.004,6.28,0.57,0.28,1.25,0.0,0.0,0.048,0.39,1.88,0.008,51.03,1.0,0.08,0.28,0.03,1
0.06,25.52,0.01,0.33,0.04,0.2,0.09,0.03,0.07,0.0,0.74,0.145,15.12,0.56,0.003,0.84,0.5,0.08,0.02,0.06,0
4.61,26.69,0.7,4.27,0.08,1.66,0.12,1.52,1.04,0.29,0.009,0.149,14.76,1.75,0.007,11.9,1.2,0.02,0.4,0.07,0
0.09,14.96,0.03,0.08,0.01,0.03,0.06,0.1,0.24,0.0,0.007,0.027,3.77,0.59,0.001,0.16,0.07,0.07,0.04,0.06,0
0.04,19.76,0.05,0.65,0.05,0.46,0.09,0.02,1.5,0.0,0.0,0.004,7.24,0.63,0.002,6.08,1.62,0.09,0.06,0.02,1
0.02,8.96,0.95,3.99,0.01,6.95,0.43,0.02,0.32,0.29,0.008,0.198,16.39,2.36,0.001,18.68,4.9,0.06,0.16,0.01,0
3.73,6.59,0.02,2.24,0.001,7.42,0.23,0.3,1.02,0.0,0.0,0.032,10.94,1.64,0.004,15.32,1.35,0.07,0.35,0.02,1
0.05,24.07,0.05,2.76,0.003,4.4,0.09,0.37,0.49,0.14,0.007,0.185,11.24,1.89,0.01,47.29,4.85,0.06,0.18,0.02,0
0.1,10.41,0.08,1.51,0.0,0.09,0.06,0.13,0.8,0.0,0.0,0.104,8.58,1.89,0.004,7.61,2.43,0.09,0.09,0.05,0
0.6,2.21,0.001,3.53,0.002,0.88,0.64,1.26,0.83,0.77,0.77,0.09,11.38,1.68,0.004,31.6,2.75,0.09,0.24,0.08,1
2.77,2.12,0.11,3.72,0.1,8.33,0.06,1.69,1.37,0.93,0.93,0.161,2.89,1.9,0.009,12.73,1.8,0.04,0.09,0.01,1
3.27,7.34,0.01,0.47,0.005,4.57,0.23,0.77,0.68,0.05,0.008,0.092,13.92,1.76,0.004,8.3,0.34,0.06,0.34,0.0,1
2.1,16.92,0.001,0.56,0.005,1.04,0.64,0.12,0.48,0.93,0.93,0.142,0.49,1.76,0.009,15.42,3.24,0.05,0.03,0.04,1
0.8,13.59,0.03,3.16,0.002,0.89,0.2,1.06,0.53,0.96,0.96,0.158,11.57,1.64,0.002,35.76,3.42,0.03,0.15,0.03,1
0.1,9.43,0.06,0.66,0.04,0.07,0.07,0.9,1.24,0.6,0.6,0.061,0.37,1.16,0.007,3.72,0.05,0.06,0.0,0.03,0
0.01,3.25,0.07,0.74,0.06,0.26,0.04,1.95,1.29,0.0,0.0,0.088,17.04,1.12,0.004,8.65,4.98,0.09,0.06,0.05,0
0.02,14.44,0.02,1.72,0.009,3.61,0.59,1.45,0.28,0.52,0.52,0.197,8.05,1.45,0.006,15.98,4.47,0.06,0.02,0.08,0
2.24,1.88,0.03,1.92,0.001,7.51,0.4,1.9,1.18,0.46,0.007,0.112,15.84,1.81,0.003,6.36,6.82,0.05,0.26,0.05,1
3.79,14.1,0.58,1.85,0.1,2.77,0.13,0.15,1.1,0.0,0.5,0.001,4.8,1.54,0.0,1.6,4.78,0.05,0.05,0.02,1
0.01,21.07,0.1,0.77,0.07,0.31,0.07,1.05,1.0,0.0,0.007,0.109,2.57,0.57,0.001,6.53,0.27,0.04,0.1,0.05,0
0.08,27.15,0.05,1.65,0.07,0.01,0.04,1.24,0.66,0.68,0.68,0.182,2.19,1.2,0.009,0.17,0.61,0.01,0.04,0.07,0
0.03,7.75,0.07,0.12,0.06,0.35,0.05,1.09,0.4,0.02,0.002,0.125,7.1,1.22,0.008,0.3,5.4,0.01,0.08,0.04,0
0.0,27.61,0.02,1.96,0.008,6.6,0.83,1.58,1.21,0.73,0.73,0.104,3.83,1.16,0.009,47.53,1.0,0.1,0.12,0.01,0
0.08,7.88,0.01,3.78,0.04,0.01,0.05,0.09,0.2,0.44,0.0,0.035,6.12,1.88,0.005,0.39,3.1,0.09,0.07,0.01,0
0.03,1.77,0.03,1.52,0.002,4.54,0.16,0.78,0.05,0.52,0.52,0.19,9.75,1.54,0.003,11.83,4.26,0.05,0.34,0.06,0
0.01,1.37,0.04,0.87,0.0,0.28,0.09,1.77,0.78,0.22,0.005,0.053,0.48,1.65,0.006,1.63,1.46,0.01,0.09,0.05,0
0.52,28.28,0.66,1.46,0.04,5.36,0.05,1.33,1.29,0.43,0.006,0.108,9.25,2.01,0.004,29.05,2.12,0.07,0.07,0.01,1
0.09,21.12,0.04,0.61,0.005,1.99,0.25,0.83,1.09,0.34,0.005,0.084,5.88,1.46,0.001,27.44,4.6,0.06,0.04,0.01,1
0.76,5.77,0.03,1.21,0.001,5.33,0.57,0.58,0.62,0.0,0.0,0.006,9.58,1.25,0.003,36.9,7.5,0.02,0.09,0.03,1
3.62,16.22,0.02,1.21,0.009,4.33,0.71,0.08,1.44,0.34,0.004,0.172,0.88,1.9,0.01,29.35,6.66,0.05,0.45,0.08,1
2.65,14.39,0.001,2.26,0.007,4.08,0.82,0.81,1.27,0.53,0.53,0.057,17.18,1.35,0.005,9.72,0.23,0.07,0.42,0.01,1
0.09,6.85,0.0,0.61,0.03,0.05,0.05,0.02,0.91,0.0,0.0,0.182,15.92,1.0,0.0,1.35,4.84,0.0,0.04,0.05,1
3.84,2.09,0.01,3.89,0.004,1.48,0.18,0.66,0.88,0.68,0.68,0.113,17.85,1.99,0.002,13.46,5.33,0.01,0.38,0.05,1
4.91,20.65,0.02,2.69,0.001,2.45,0.19,0.17,0.59,0.07,0.008,0.159,18.25,1.51,0.008,17.53,6.49,0.01,0.31,0.09,1
0.01,6.12,0.1,0.15,0.07,0.21,0.08,1.95,1.48,0.34,0.004,0.183,3.84,1.67,0.005,2.77,6.45,0.06,0.03,0.08,0
0.01,21.48,0.06,0.3,0.06,0.1,0.08,0.1,1.11,0.0,0.93,0.097,9.22,0.81,0.002,10.07,0.54,0.02,0.08,0.05,0
4.32,5.29,0.28,3.14,0.02,6.67,0.21,1.54,0.82,0.01,0.007,0.145,7.15,1.72,0.003,36.96,5.87,0.02,0.21,0.07,0
0.06,7.61,0.04,1.52,0.06,0.18,0.02,0.02,0.74,0.05,0.003,0.075,4.26,0.12,0.003,2.55,6.94,0.05,0.04,0.0,0
0.07,2.7,0.04,0.6,0.02,0.27,0.08,0.09,0.64,0.0,0.007,0.132,4.17,0.95,0.004,0.09,3.05,0.06,0.04,0.04,1
1.98,1.5,0.001,3.69,0.005,3.62,0.79,1.37,0.62,0.92,0.92,0.112,8.13,1.6,0.007,47.78,4.38,0.05,0.29,0.05,1
0.1,14.2,0.12,2.64,0.06,8.47,0.28,1.86,0.45,0.36,0.003,0.185,1.72,1.58,0.003,46.44,7.29,0.07,0.02,0.01,0
0.06,0.18,0.03,0.74,0.04,0.15,0.07,0.02,0.92,0.0,0.004,0.184,10.27,0.59,0.007,5.7,0.7,0.04,0.03,0.08,0
0.07,13.64,0.81,1.91,0.07,0.4,0.51,1.5,0.69,0.82,0.82,0.053,1.49,1.31,0.005,46.69,6.98,0.05,0.15,0.07,0
0.07,27.91,0.03,0.11,0.04,0.04,0.06,0.03,1.03,0.0,0.007,0.142,1.69,1.0,0.002,0.08,0.76,0.09,0.03,0.02,1
0.62,28.89,0.03,2.45,0.003,7.12,0.06,0.66,0.03,0.62,0.62,0.024,1.42,1.57,0.01,2.63,5.82,0.02,0.17,0.03,1
4.84,17.86,0.001,0.79,0.005,4.81,0.67,1.67,0.02,0.1,0.007,0.028,14.08,1.72,0.009,25.89,6.21,0.06,0.21,0.03,1
0.07,17.2,0.05,0.65,0.04,0.07,0.07,1.64,1.43,0.16,0.009,0.075,14.45,0.45,0.002,1.2,0.93,0.0,0.04,0.02,0
0.05,21.4,0.09,0.73,0.08,0.44,0.06,1.68,0.76,0.78,0.78,0.163,5.33,1.75,0.002,5.61,3.29,0.03,0.02,0.08,0
4.62,22.86,0.23,1.16,0.07,3.08,0.65,0.16,0.49,0.97,0.97,0.163,18.31,1.24,0.002,19.94,1.27,0.01,0.15,0.06,0
1.06,0.43,0.001,2.43,0.007,4.05,0.32,1.21,0.32,0.0,0.0,0.021,1.41,1.09,0.002,46.81,2.31,0.0,0.03,0.02,1
2.99,21.68,0.03,3.04,0.007,0.67,0.72,0.55,0.19,0.72,0.72,0.089,0.16,1.12,0.004,34.97,6.83,0.01,0.25,0.03,1
0.09,23.13,0.03,0.79,0.05,0.08,0.04,1.16,1.32,0.1,0.005,0.188,11.23,1.08,0.006,7.51,1.98,0.0,0.07,0.07,0
0.67,6.22,0.03,1.63,0.004,5.54,0.32,0.47,0.9,0.0,0.0,0.037,3.67,1.47,0.001,12.85,6.24,0.09,0.47,0.05,1
0.04,5.62,0.03,0.58,0.08,0.01,0.01,0.07,0.25,0.04,0.003,0.135,2.4,0.47,0.01,7.45,0.1,0.09,0.07,0.02,1
4.91,17.32,0.02,0.92,0.007,4.43,0.29,1.64,1.43,0.0,0.0,0.075,13.81,1.03,0.002,11.36,3.34,0.0,0.07,0.02,1
0.29,5.43,0.04,2.34,0.002,4.13,0.7,1.51,0.89,0.55,0.55,0.164,8.49,1.49,0.001,37.15,0.25,0.08,0.01,0.09,0
0.04,19.77,0.08,0.36,0.04,0.45,0.01,0.78,1.5,0.0,0.0,0.004,7.38,0.14,0.002,3.13,3.51,0.09,0.09,0.02,1
2.69,0.97,0.04,0.36,0.001,0.81,0.05,0.8,0.36,0.64,0.64,0.087,6.88,1.07,0.01,0.33,2.58,0.03,0.06,0.08,1
0.14,25.93,0.04,3.16,0.007,5.61,0.2,1.58,0.15,0.72,0.72,0.013,8.83,1.22,0.008,8.7,3.22,0.06,0.07,0.09,0
0.06,28.13,0.09,0.73,0.11,0.71,0.36,0.06,1.03,0.44,0.007,0.142,2.15,1.68,0.002,17.06,1.15,0.09,0.42,0.02,0
1.19,25.95,0.01,0.75,0.008,0.13,0.18,1.44,0.3,0.18,0.004,0.162,2.31,1.36,0.008,38.31,5.41,0.01,0.32,0.0,1
1.9,28.85,0.04,3.4,0.005,5.23,0.22,0.51,0.07,0.12,0.006,0.075,7.47,1.36,0.001,13.86,3.74,0.06,0.27,0.01,1
2.14,18.1,0.01,0.12,0.007,5.23,0.3,1.95,0.99,0.05,0.009,0.156,18.78,1.27,0.006,6.97,7.6,0.01,0.12,0.02,1
0.0,25.93,0.03,0.82,0.08,0.08,0.03,0.07,0.3,0.0,0.004,0.162,2.31,0.31,0.008,0.24,0.81,0.01,0.08,0.0,0
0.03,18.72,0.76,1.66,0.11,3.44,0.3,1.09,1.35,0.38,0.006,0.13,18.43,1.46,0.01,49.3,6.33,0.05,0.06,0.07,0
0.87,6.54,0.04,1.91,0.003,3.71,0.12,1.22,1.49,0.99,0.99,0.03,1.58,1.01,0.002,36.59,7.15,0.0,0.44,0.03,1
0.14,19.89,0.03,0.75,0.001,5.33,0.44,1.75,0.3,0.56,0.56,0.166,9.67,1.55,0.006,58.18,7.55,0.06,0.1,0.02,0
0.33,25.32,0.03,1.03,0.005,2.46,0.24,0.31,1.1,0.06,0.005,0.072,3.36,1.74,0.008,4.51,7.32,0.02,0.12,0.09,1
1.76,8.01,0.42,1.57,0.08,3.37,0.77,1.56,1.47,0.97,0.97,0.166,13.08,1.34,0.005,17.23,3.54,0.05,0.5,0.01,0
0.04,14.93,0.07,1.38,0.02,0.08,0.05,1.59,1.04,0.08,0.007,0.141,6.71,1.45,0.006,0.91,0.36,0.05,0.09,0.08,0
3.01,23.09,0.17,1.04,0.1,4.04,0.16,1.34,0.36,0.0,0.84,0.07,8.5,1.13,0.007,30.16,4.78,0.09,0.09,0.05,0
0.39,28.28,0.44,1.74,0.12,5.14,0.05,0.03,1.29,0.43,0.006,0.108,9.9,1.86,0.004,29.06,2.12,0.07,0.07,0.01,1
1.79,5.14,0.04,0.02,0.001,0.26,0.7,1.32,0.76,0.23,0.004,0.128,14.66,1.42,0.002,10.01,5.87,0.05,0.3,0.02,1
0.01,15.62,0.16,3.95,0.02,3.19,0.07,0.06,0.08,0.61,0.61,0.123,3.41,2.08,0.0,47.08,0.32,0.03,0.06,0.01,1
0.06,20.67,0.59,3.49,0.12,4.21,0.71,0.06,0.63,0.45,0.006,0.142,7.25,1.68,0.007,46.78,1.77,0.06,0.03,0.01,1
0.03,2.45,0.03,0.04,0.06,0.25,0.09,0.09,0.46,0.0,0.004,0.105,8.84,0.9,0.005,11.23,0.6,0.09,0.03,0.08,1
0.05,1.18,0.02,1.72,0.04,0.1,0.08,0.08,0.91,0.0,0.7,0.041,13.57,0.33,0.005,5.0,0.15,0.02,0.0,0.07,0
2.63,6.23,0.04,3.11,0.005,5.42,0.65,1.06,1.18,0.56,0.56,0.115,15.99,1.88,0.003,9.66,7.56,0.01,0.41,0.06,1
0.09,18.1,0.02,0.64,0.06,0.02,0.05,0.46,1.43,0.43,0.003,0.08,17.54,1.47,0.005,6.87,0.83,0.02,0.03,0.06,0
2.0,19.09,0.12,1.36,0.01,3.15,0.87,1.48,0.45,0.59,0.59,0.053,4.5,2.04,0.005,41.47,7.63,0.08,0.49,0.04,0
0.02,20.77,0.02,3.23,0.004,4.0,0.71,1.56,0.63,0.45,0.006,0.142,6.29,1.62,0.007,46.27,1.77,0.06,0.03,0.01,1
2.06,12.22,0.04,1.81,0.001,2.16,0.55,0.56,1.29,0.64,0.64,0.18,3.01,1.2,0.008,53.73,0.3,0.09,0.01,0.09,0
2.9,1.66,0.05,2.79,0.005,3.69,0.37,1.39,1.19,0.39,0.001,0.194,0.6,1.4,0.009,53.46,7.6,0.08,0.48,0.02,1
1.68,15.65,0.7,3.25,0.03,4.35,0.74,1.35,1.24,0.0,0.0,0.193,18.08,1.74,0.001,43.13,1.71,0.09,0.44,0.05,0
4.46,28.6,0.7,1.56,0.05,6.36,0.03,1.93,0.43,0.73,0.73,0.18,10.97,1.77,0.009,8.05,3.63,0.02,0.12,0.01,0
4.65,18.55,0.01,3.59,0.008,5.35,0.13,1.04,0.09,0.83,0.83,0.151,17.52,1.69,0.006,7.6,3.29,0.07,0.35,0.05,1
0.92,27.37,0.02,3.3,0.005,6.07,0.67,0.65,0.96,0.84,0.84,0.188,16.8,1.54,0.001,10.5,2.57,0.04,0.21,0.02,1
0.14,29.0,0.41,2.64,0.12,3.65,0.86,0.08,1.39,0.09,0.005,0.001,16.6,1.28,0.0,31.73,3.6,0.04,0.12,0.05,0
0.08,3.32,0.88,3.68,0.01,5.9,0.12,0.08,0.33,0.6,0.6,0.16,6.24,1.46,0.003,58.16,4.33,0.02,0.39,0.07,0
3.54,4.22,0.05,0.63,0.006,4.43,0.5,1.58,0.13,0.97,0.97,0.17,11.6,1.07,0.006,9.82,0.83,0.06,0.23,0.08,1
0.01,26.69,1.0,4.33,0.11,1.42,0.12,0.06,1.04,0.29,0.009,0.001,15.52,1.71,0.007,11.89,1.2,0.02,0.4,0.07,0
0.01,14.2,0.001,1.6,0.005,2.71,0.13,0.15,1.1,0.5,0.5,0.194,4.53,1.49,0.0,13.59,4.78,0.05,0.05,0.02,1
2.22,28.82,0.73,1.57,0.06,6.66,0.35,1.02,1.24,0.0,0.001,0.197,10.95,1.79,0.002,36.53,7.37,0.08,0.36,0.09,0
0.01,24.68,0.06,0.46,0.01,0.2,0.04,0.03,0.97,0.0,0.003,0.051,3.33,0.83,0.006,0.04,0.98,0.04,0.03,0.08,1
0.09,0.36,0.0,1.66,0.01,0.08,0.03,0.06,0.36,0.28,0.004,0.02,3.79,2.0,0.006,5.67,1.45,0.05,0.03,0.06,0
0.06,0.13,0.03,1.36,0.003,2.38,0.01,0.93,1.44,0.53,0.53,0.199,12.84,1.25,0.01,47.83,2.74,0.03,0.24,0.05,0
2.82,23.76,0.03,0.76,0.007,2.91,0.51,1.38,1.26,0.48,0.007,0.152,3.95,1.52,0.01,30.36,0.53,0.06,0.09,0.06,1
0.06,2.05,0.05,2.76,0.008,0.83,0.54,0.28,0.93,0.0,0.0,0.175,17.17,1.58,0.003,46.0,4.85,0.01,0.27,0.02,1
0.08,23.49,0.1,1.19,0.06,0.35,0.05,0.02,0.63,0.0,0.007,0.112,9.87,0.71,0.001,0.42,1.58,0.03,0.03,0.05,1
0.09,22.26,0.7,3.92,0.09,6.13,0.71,0.53,0.95,0.19,0.004,0.011,12.37,1.41,0.006,31.38,3.57,0.03,0.01,0.05,0
1.34,14.78,0.03,0.96,0.009,7.78,0.88,0.0,0.38,0.0,0.0,0.166,0.34,1.35,0.01,14.42,2.6,0.09,0.44,0.01,1
2.21,18.61,0.03,1.47,0.007,4.1,0.11,1.8,1.39,0.31,0.005,0.175,17.85,1.96,0.002,28.03,0.15,0.05,0.33,0.08,1
1.65,9.08,0.04,2.85,0.007,0.35,0.83,0.17,0.05,0.2,0.0,0.054,16.08,1.13,0.007,37.75,6.78,0.08,0.34,0.02,1
0.06,5.58,0.09,0.86,0.01,0.01,0.04,0.04,1.34,0.0,0.003,0.095,1.9,0.17,0.001,0.84,1.42,0.01,0.02,0.07,1
0.0,22.71,0.08,0.09,0.03,0.01,0.06,0.04,0.62,0.0,0.006,0.137,14.86,0.37,0.004,1.3,0.04,0.01,0.02,0.05,0
2.77,25.89,0.62,3.35,0.06,3.48,0.63,1.26,0.34,0.94,0.94,0.093,7.97,1.8,0.007,55.98,5.12,0.05,0.12,0.04,0
0.1,15.9,0.04,0.88,0.01,0.05,0.03,1.46,0.93,0.83,0.83,0.166,8.14,1.77,0.007,0.18,0.62,0.08,0.09,0.02,0
0.17,17.35,0.04,0.72,0.002,6.24,0.41,0.89,0.7,0.07,0.008,0.122,18.06,1.52,0.002,37.72,7.53,0.05,0.15,0.05,0
3.97,7.47,0.001,2.26,0.001,3.41,0.43,1.22,0.33,0.23,0.001,0.151,1.67,1.8,0.0,53.36,2.61,0.1,0.38,0.02,1
0.07,20.8,0.05,0.24,0.08,0.01,0.07,1.2,1.31,0.0,0.0,0.027,19.27,1.58,0.002,6.77,4.2,0.04,0.02,0.08,0
0.03,14.09,0.01,0.96,0.06,0.17,0.04,0.63,0.7,0.08,0.001,0.144,8.95,1.2,0.005,7.23,4.47,0.06,0.06,0.02,0
0.02,16.29,0.01,0.89,0.05,0.08,0.04,0.05,0.11,0.0,0.71,0.09,1.24,0.03,0.004,0.36,1.13,0.06,0.05,0.03,0
2.82,10.11,0.03,0.3,0.001,4.08,0.03,0.9,1.24,0.0,0.0,0.061,0.37,1.16,0.007,43.79,0.56,0.06,0.21,0.03,1
0.01,25.54,0.05,0.34,0.008,1.84,0.32,1.1,0.22,0.21,0.005,0.192,17.93,1.38,0.009,17.62,2.08,0.06,0.11,0.05,0
0.08,7.64,0.74,4.51,0.05,4.6,0.85,0.77,0.81,0.2,0.007,0.148,7.04,1.92,0.008,53.03,1.92,0.03,0.45,0.02,0
4.32,10.15,0.04,1.98,0.001,7.97,0.32,1.98,0.66,0.06,0.008,0.101,7.22,1.69,0.009,5.2,5.63,0.04,0.12,0.01,1
0.19,15.51,1.01,2.39,0.13,2.85,0.34,0.98,0.23,0.93,0.93,0.164,5.58,1.72,0.007,23.92,3.73,0.06,0.28,0.05,0
0.05,0.37,0.1,0.07,0.03,0.45,0.01,0.03,1.05,0.0,0.003,0.076,11.5,0.6,0.01,0.77,2.72,0.07,0.09,0.05,0
0.02,6.16,0.05,0.2,0.1,0.13,0.01,0.86,1.31,0.15,0.009,0.046,4.27,1.37,0.008,4.36,3.68,0.02,0.01,0.0,0
2.63,19.11,0.02,1.74,0.007,1.89,0.69,0.87,0.69,0.55,0.55,0.153,5.91,1.31,0.007,39.05,4.15,0.01,0.38,0.08,1
0.83,7.7,0.05,0.57,0.001,6.98,0.05,0.87,1.39,0.35,0.001,0.02,10.63,1.77,0.003,29.81,6.98,0.08,0.24,0.07,1
1.02,23.9,0.72,2.9,0.11,2.32,0.1,1.76,0.74,0.0,0.002,0.048,11.61,2.04,0.004,15.87,0.1,0.07,0.09,0.01,1
4.13,27.2,0.01,2.35,0.001,6.7,0.62,1.14,0.92,0.02,0.006,0.019,13.76,1.77,0.009,54.14,5.12,0.07,0.42,0.04,0
3.75,17.69,0.04,1.87,0.006,1.12,0.38,0.22,1.09,0.57,0.57,0.101,10.34,1.04,0.001,5.73,1.08,0.04,0.03,0.01,1
4.33,25.49,0.001,1.74,0.002,2.46,0.34,0.71,0.91,0.0,0.0,0.182,15.37,1.9,0.006,5.61,4.84,0.08,0.05,0.05,1
0.08,12.69,0.06,0.38,0.07,0.08,0.04,1.13,1.43,0.0,0.0,0.152,7.63,1.46,0.005,3.43,0.68,0.05,0.03,0.05,0
2.83,13.74,0.84,2.01,0.1,6.53,0.45,0.56,0.8,0.0,0.001,0.186,3.25,1.37,0.0,51.46,7.36,0.08,0.09,0.08,0
0.01,11.19,0.02,0.89,0.05,0.19,0.04,0.01,0.63,0.0,0.0,0.132,11.44,1.98,0.009,11.96,6.68,0.1,0.01,0.05,0
0.03,28.72,0.6,1.42,0.07,6.78,0.41,0.13,0.82,0.48,0.008,0.088,16.69,1.99,0.0,29.57,2.48,0.05,0.1,0.02,1
3.09,22.19,0.28,2.69,0.02,2.58,0.46,0.24,0.66,0.0,0.0,0.17,16.22,1.64,0.006,4.39,0.68,0.02,0.09,0.02,1
0.05,11.71,0.08,0.17,0.06,0.06,0.05,1.27,1.15,0.97,0.97,0.015,13.11,1.33,0.007,0.18,0.44,0.01,0.03,0.07,0
0.04,23.36,0.02,1.5,0.04,0.16,0.06,0.06,0.18,0.0,0.81,0.041,15.78,0.06,0.01,0.44,0.05,0.0,0.06,0.07,0
0.06,13.89,0.01,1.5,0.05,0.04,0.0,0.02,0.37,0.0,0.001,0.033,9.55,0.46,0.005,0.03,0.27,0.05,0.07,0.06,0
4.39,5.04,0.01,3.41,0.008,4.39,0.19,0.67,0.75,0.0,0.0,0.034,4.54,1.58,0.008,7.82,1.84,0.07,0.14,0.07,1
0.03,9.43,0.04,3.3,0.004,7.49,0.48,1.85,0.88,0.0,0.0,0.072,2.78,1.18,0.009,15.5,4.59,0.1,0.39,0.06,1
0.9,10.28,0.12,0.65,0.09,7.89,0.89,0.52,0.32,0.0,0.0,0.11,3.94,1.97,0.0,48.31,4.15,0.01,0.1,0.02,1
0.09,22.05,0.02,0.89,0.01,0.02,0.03,0.0,0.48,0.0,0.62,0.147,17.79,0.68,0.004,7.4,0.52,0.1,0.09,0.02,0
0.06,25.82,0.02,0.97,0.05,0.08,0.02,0.07,0.92,0.0,0.7,0.018,0.35,0.4,0.008,0.23,0.05,0.03,0.06,0.01,0
